chrom	chromStart	chromEnd	name	score	strand	counts
1	91823812	91823842	M07808:66:000000000-KDBRJ:1:1102:6201:19248	60	+	8
1	60119481	60119511	M07808:66:000000000-KDBRJ:1:1102:28817:20249	60	-	3
1	167431680	167431709	M07808:66:000000000-KDBRJ:1:1102:24513:20587	60	-	73
1	93114817	93114847	M07808:66:000000000-KDBRJ:1:1102:6276:21339	60	-	16
1	93114817	93114847	M07808:66:000000000-KDBRJ:1:1102:6251:21340	60	-	16
1	93114817	93114847	M07808:66:000000000-KDBRJ:1:1102:6270:21359	60	-	16
1	93114817	93114847	M07808:66:000000000-KDBRJ:1:1102:6251:21364	60	-	16
1	7920879	7920909	M07808:66:000000000-KDBRJ:1:1102:25627:21704	60	-	24
1	176130650	176130680	M07808:66:000000000-KDBRJ:1:1102:15939:21926	60	+	23
1	101037046	101037076	M07808:66:000000000-KDBRJ:1:1102:4804:22533	60	+	10
1	193499820	193499850	M07808:66:000000000-KDBRJ:1:1102:11458:22879	60	-	5
1	193785214	193785244	M07808:66:000000000-KDBRJ:1:1102:18937:22969	60	-	3
1	167431680	167431709	M07808:66:000000000-KDBRJ:1:1102:11434:22044	60	-	73
1	37890439	37890469	M07808:66:000000000-KDBRJ:1:1102:14131:23220	60	-	13
1	199476429	199476459	M07808:66:000000000-KDBRJ:1:1102:22994:23237	60	-	10
1	199476429	199476459	M07808:66:000000000-KDBRJ:1:1102:23012:23240	60	-	10
1	24001013	24001043	M07808:66:000000000-KDBRJ:1:1102:13069:23617	60	+	12
1	24001013	24001043	M07808:66:000000000-KDBRJ:1:1102:13051:23617	60	+	12
1	95035667	95035697	M07808:66:000000000-KDBRJ:1:1102:19016:23630	60	+	1
1	24001013	24001043	M07808:66:000000000-KDBRJ:1:1102:13067:23635	60	+	12
1	69500789	69500819	M07808:66:000000000-KDBRJ:1:1102:20110:24137	60	-	2
1	150542745	150542775	M07808:66:000000000-KDBRJ:1:1102:19565:23956	60	-	9
1	91014513	91014543	M07808:66:000000000-KDBRJ:1:1102:11082:24653	60	+	4
1	187247811	187247841	M07808:66:000000000-KDBRJ:1:1102:21064:24884	60	+	6
1	167431680	167431709	M07808:66:000000000-KDBRJ:1:1102:15978:25415	60	-	73
1	33352061	33352091	M07808:66:000000000-KDBRJ:1:1102:22490:25560	60	+	4
1	7920881	7920909	M07808:66:000000000-KDBRJ:1:1102:15202:25586	60	-	1
1	166867232	166867262	M07808:66:000000000-KDBRJ:1:1102:21465:27107	60	-	9
1	95962917	95962947	M07808:66:000000000-KDBRJ:1:1102:16511:26523	60	+	17
1	198547643	198547672	M07808:66:000000000-KDBRJ:1:1102:11921:28065	60	-	1
1	184416606	184416636	M07808:66:000000000-KDBRJ:1:1103:12497:2986	60	+	1
1	93152636	93152666	M07808:66:000000000-KDBRJ:1:1103:21416:3059	60	+	6
1	13757209	13757239	M07808:66:000000000-KDBRJ:1:1103:14453:2625	60	+	3
1	169007936	169007966	M07808:66:000000000-KDBRJ:1:1103:11448:3818	60	-	3
1	161935742	161935772	M07808:66:000000000-KDBRJ:1:1103:24179:4447	60	-	20
1	40273574	40273604	M07808:66:000000000-KDBRJ:1:1103:12868:5518	60	+	2
1	179838041	179838071	M07808:66:000000000-KDBRJ:1:1103:22499:5601	60	+	3
1	100222592	100222622	M07808:66:000000000-KDBRJ:1:1103:23781:6580	60	-	6
1	214613156	214613186	M07808:66:000000000-KDBRJ:1:1103:11256:6877	60	-	12
1	203164469	203164499	M07808:66:000000000-KDBRJ:1:1103:18631:7013	60	+	1
1	93902754	93902784	M07808:66:000000000-KDBRJ:1:1103:17758:7463	60	-	5
1	34531430	34531460	M07808:66:000000000-KDBRJ:1:1103:15665:7658	60	-	1
1	231998548	231998578	M07808:66:000000000-KDBRJ:1:1103:19874:7693	60	-	5
1	231998548	231998578	M07808:66:000000000-KDBRJ:1:1103:19871:7711	60	-	5
1	167434025	167434052	M07808:66:000000000-KDBRJ:1:1103:11546:8566	60	-	1
1	167434022	167434052	M07808:66:000000000-KDBRJ:1:1103:18279:9120	60	-	18
1	38983781	38983811	M07808:66:000000000-KDBRJ:1:1103:8907:9709	60	+	9
1	192805826	192805856	M07808:66:000000000-KDBRJ:1:1103:14712:9615	60	+	7
1	37890439	37890469	M07808:66:000000000-KDBRJ:1:1103:17911:10052	60	-	13
1	25353271	25353301	M07808:66:000000000-KDBRJ:1:1103:21594:10199	60	+	4
1	25353271	25353301	M07808:66:000000000-KDBRJ:1:1103:21575:10206	60	+	4
1	185095123	185095153	M07808:66:000000000-KDBRJ:1:1103:22949:10460	60	+	5
1	185095123	185095153	M07808:66:000000000-KDBRJ:1:1103:22952:10481	60	+	5
1	108871162	108871192	M07808:66:000000000-KDBRJ:1:1103:8384:6433	60	-	5
1	241397899	241397929	M07808:66:000000000-KDBRJ:1:1103:16762:5063	60	+	14
1	241397899	241397929	M07808:66:000000000-KDBRJ:1:1103:16746:5076	60	+	14
1	38837197	38837227	M07808:66:000000000-KDBRJ:1:1103:10279:12066	60	-	18
1	39874477	39874507	M07808:66:000000000-KDBRJ:1:1103:27923:12249	60	-	8
1	167431680	167431709	M07808:66:000000000-KDBRJ:1:1103:4221:12696	60	-	73
1	167431680	167431709	M07808:66:000000000-KDBRJ:1:1103:4234:12709	60	-	73
1	182385681	182385711	M07808:66:000000000-KDBRJ:1:1103:8149:12715	60	-	1
1	175242693	175242723	M07808:66:000000000-KDBRJ:1:1103:25077:12988	60	+	1
1	172073261	172073291	M07808:66:000000000-KDBRJ:1:1103:14495:13394	60	+	3
1	100419751	100419781	M07808:66:000000000-KDBRJ:1:1103:9032:13713	60	-	11
1	152989591	152989621	M07808:66:000000000-KDBRJ:1:1103:13699:13720	60	-	2
1	1102150	1102180	M07808:66:000000000-KDBRJ:1:1103:4445:14357	60	+	6
1	1102150	1102180	M07808:66:000000000-KDBRJ:1:1103:4448:14376	60	+	6
1	187247811	187247841	M07808:66:000000000-KDBRJ:1:1103:29628:15294	60	+	6
1	69500789	69500819	M07808:66:000000000-KDBRJ:1:1103:13064:15649	60	-	2
1	246336921	246336951	M07808:66:000000000-KDBRJ:1:1103:24162:15983	60	+	5
1	161935742	161935772	M07808:66:000000000-KDBRJ:1:1103:9784:16533	60	-	20
1	212434505	212434535	M07808:66:000000000-KDBRJ:1:1103:5887:19114	60	-	5
1	233966333	233966363	M07808:66:000000000-KDBRJ:1:1103:10455:18612	60	-	12
1	243906756	243906786	M07808:66:000000000-KDBRJ:1:1103:5490:20704	60	+	5
1	234368223	234368253	M07808:66:000000000-KDBRJ:1:1103:24972:20797	60	+	1
1	24001013	24001043	M07808:66:000000000-KDBRJ:1:1103:26195:21138	60	+	12
1	65470623	65470653	M07808:66:000000000-KDBRJ:1:1103:14797:22106	60	-	4
1	97206958	97206988	M07808:66:000000000-KDBRJ:1:1103:18805:21981	60	+	21
1	182991149	182991179	M07808:66:000000000-KDBRJ:1:1103:12362:22305	60	-	4
1	31412731	31412761	M07808:66:000000000-KDBRJ:1:1103:5152:22391	60	+	2
1	87076537	87076567	M07808:66:000000000-KDBRJ:1:1103:14788:23515	60	-	10
1	152853300	152853330	M07808:66:000000000-KDBRJ:1:1103:15369:22592	60	-	6
1	116855666	116855696	M07808:66:000000000-KDBRJ:1:1103:25825:24198	60	-	11
1	93152636	93152666	M07808:66:000000000-KDBRJ:1:1103:22834:24754	60	+	6
1	150726691	150726721	M07808:66:000000000-KDBRJ:1:1103:22895:24623	60	-	7
1	150726691	150726721	M07808:66:000000000-KDBRJ:1:1103:22875:24633	60	-	7
1	31963727	31963757	M07808:66:000000000-KDBRJ:1:1103:24111:25460	60	+	5
1	117423653	117423683	M07808:66:000000000-KDBRJ:1:1103:22096:25493	60	+	10
1	100169597	100169627	M07808:66:000000000-KDBRJ:1:1103:15496:25875	60	-	53
1	100169597	100169627	M07808:66:000000000-KDBRJ:1:1103:15481:25865	60	-	53
1	152853300	152853330	M07808:66:000000000-KDBRJ:1:1103:7277:26033	60	-	6
1	199476429	199476459	M07808:66:000000000-KDBRJ:1:1103:23487:26089	60	-	10
1	199476429	199476459	M07808:66:000000000-KDBRJ:1:1103:23492:26109	60	-	10
1	167431686	167431716	M07808:66:000000000-KDBRJ:1:1103:19398:28405	60	+	27
1	67317020	67317050	M07808:66:000000000-KDBRJ:1:1104:19539:2410	60	+	3
1	100169597	100169627	M07808:66:000000000-KDBRJ:1:1104:22641:3253	60	-	53
1	52454047	52454076	M07808:66:000000000-KDBRJ:1:1104:17674:5911	60	-	1
1	7977283	7977313	M07808:66:000000000-KDBRJ:1:1104:9771:7210	60	+	25
1	148037302	148037332	M07808:66:000000000-KDBRJ:1:1104:5588:7268	60	-	8
1	169852728	169852758	M07808:66:000000000-KDBRJ:1:1104:4641:7276	60	-	3
1	169852728	169852758	M07808:66:000000000-KDBRJ:1:1104:4656:7286	60	-	3
1	31924638	31924668	M07808:66:000000000-KDBRJ:1:1104:12687:7912	60	+	6
1	45944199	45944229	M07808:66:000000000-KDBRJ:1:1104:23931:7916	60	+	5
1	45944199	45944229	M07808:66:000000000-KDBRJ:1:1104:23911:7918	60	+	5
1	197649899	197649929	M07808:66:000000000-KDBRJ:1:1104:4875:8051	60	-	8
1	14437317	14437347	M07808:66:000000000-KDBRJ:1:1104:8811:8135	60	+	3
1	188842153	188842183	M07808:66:000000000-KDBRJ:1:1104:20650:8287	60	+	5
1	116415365	116415395	M07808:66:000000000-KDBRJ:1:1104:25660:8739	60	+	19
1	116415365	116415395	M07808:66:000000000-KDBRJ:1:1104:25668:8754	60	+	19
1	199476429	199476459	M07808:66:000000000-KDBRJ:1:1104:15529:9206	60	-	10
1	241397847	241397877	M07808:66:000000000-KDBRJ:1:1104:28022:9785	60	-	14
1	110372832	110372862	M07808:66:000000000-KDBRJ:1:1104:27535:9835	60	+	1
1	100169597	100169627	M07808:66:000000000-KDBRJ:1:1104:10380:10092	60	-	53
1	116415365	116415395	M07808:66:000000000-KDBRJ:1:1104:8102:10166	60	+	19
1	189218735	189218765	M07808:66:000000000-KDBRJ:1:1104:3378:12610	60	+	3
1	189218735	189218765	M07808:66:000000000-KDBRJ:1:1104:3385:12631	60	+	3
1	241397899	241397929	M07808:66:000000000-KDBRJ:1:1104:6778:13906	60	+	14
1	241397899	241397929	M07808:66:000000000-KDBRJ:1:1104:6798:13910	60	+	14
1	172824712	172824742	M07808:66:000000000-KDBRJ:1:1104:3117:14895	60	+	7
1	38837198	38837227	M07808:66:000000000-KDBRJ:1:1104:12597:14929	60	-	1
1	185492530	185492560	M07808:66:000000000-KDBRJ:1:1104:2439:15137	60	-	5
1	151130251	151130281	M07808:66:000000000-KDBRJ:1:1104:7393:15284	60	+	31
1	38837197	38837227	M07808:66:000000000-KDBRJ:1:1104:10277:16049	60	-	18
1	52483948	52483978	M07808:66:000000000-KDBRJ:1:1104:8104:16126	60	-	6
1	100419751	100419781	M07808:66:000000000-KDBRJ:1:1104:8239:16226	60	-	11
1	24516636	24516666	M07808:66:000000000-KDBRJ:1:1104:6605:16383	60	+	11
1	224692955	224692985	M07808:66:000000000-KDBRJ:1:1104:3603:16596	60	-	2
1	224692955	224692985	M07808:66:000000000-KDBRJ:1:1104:3583:16616	60	-	2
1	198547642	198547672	M07808:66:000000000-KDBRJ:1:1104:2602:17028	60	-	4
1	93114817	93114847	M07808:66:000000000-KDBRJ:1:1104:27160:17096	60	-	16
1	77951649	77951679	M07808:66:000000000-KDBRJ:1:1104:4476:17533	60	-	4
1	176130650	176130680	M07808:66:000000000-KDBRJ:1:1104:7180:18129	60	+	23
1	176130650	176130680	M07808:66:000000000-KDBRJ:1:1104:7189:18147	60	+	23
1	178713990	178714020	M07808:66:000000000-KDBRJ:1:1104:7843:19035	60	+	5
1	8149358	8149388	M07808:66:000000000-KDBRJ:1:1104:3230:19388	60	+	8
1	74316036	74316066	M07808:66:000000000-KDBRJ:1:1104:4204:19947	60	+	4
1	7920888	7920918	M07808:66:000000000-KDBRJ:1:1104:15457:20199	60	+	17
1	10124833	10124863	M07808:66:000000000-KDBRJ:1:1104:6868:20345	60	+	1
1	7977283	7977313	M07808:66:000000000-KDBRJ:1:1104:19129:20399	60	+	25
1	8149358	8149388	M07808:66:000000000-KDBRJ:1:1104:14990:20669	60	+	8
1	166863235	166863265	M07808:66:000000000-KDBRJ:1:1104:27330:20720	60	+	22
1	193499820	193499850	M07808:66:000000000-KDBRJ:1:1104:4525:20884	60	-	5
1	185492530	185492560	M07808:66:000000000-KDBRJ:1:1104:28074:21396	60	-	5
1	167431686	167431716	M07808:66:000000000-KDBRJ:1:1104:13031:21423	60	+	27
1	54766670	54766700	M07808:66:000000000-KDBRJ:1:1104:11633:21510	60	-	9
1	204509623	204509653	M07808:66:000000000-KDBRJ:1:1104:18828:21525	60	+	3
1	204509623	204509653	M07808:66:000000000-KDBRJ:1:1104:18846:21537	60	+	3
1	25719363	25719393	M07808:66:000000000-KDBRJ:1:1104:10521:21600	60	-	6
1	25719363	25719393	M07808:66:000000000-KDBRJ:1:1104:10507:21611	60	-	6
1	110653550	110653580	M07808:66:000000000-KDBRJ:1:1104:21223:21697	60	-	4
1	100222592	100222622	M07808:66:000000000-KDBRJ:1:1104:25711:18658	60	-	6
1	52764979	52765009	M07808:66:000000000-KDBRJ:1:1104:26404:22342	60	+	3
1	52764979	52765009	M07808:66:000000000-KDBRJ:1:1104:26412:22367	60	+	3
1	145846777	145846807	M07808:66:000000000-KDBRJ:1:1104:6968:22417	60	+	2
1	77951649	77951679	M07808:66:000000000-KDBRJ:1:1104:16813:22464	60	-	4
1	24516636	24516666	M07808:66:000000000-KDBRJ:1:1104:16163:22468	60	+	11
1	89079573	89079603	M07808:66:000000000-KDBRJ:1:1104:18069:22747	60	+	4
1	57834435	57834465	M07808:66:000000000-KDBRJ:1:1104:12852:22815	60	+	5
1	7920879	7920909	M07808:66:000000000-KDBRJ:1:1104:10329:22887	60	-	24
1	7920879	7920909	M07808:66:000000000-KDBRJ:1:1104:10323:22904	60	-	24
1	52454046	52454076	M07808:66:000000000-KDBRJ:1:1104:10404:23096	60	-	22
1	52454046	52454076	M07808:66:000000000-KDBRJ:1:1104:10385:23096	60	-	22
1	150011584	150011614	M07808:66:000000000-KDBRJ:1:1104:19641:23148	60	+	7
1	150011584	150011614	M07808:66:000000000-KDBRJ:1:1104:19637:23164	60	+	7
1	150542745	150542775	M07808:66:000000000-KDBRJ:1:1104:8185:22059	60	-	9
1	167431680	167431709	M07808:66:000000000-KDBRJ:1:1104:20379:22094	60	-	73
1	167431686	167431716	M07808:66:000000000-KDBRJ:1:1104:20613:22134	60	+	27
1	55125902	55125932	M07808:66:000000000-KDBRJ:1:1104:5634:23449	60	+	5
1	7933165	7933195	M07808:66:000000000-KDBRJ:1:1104:17281:23678	60	+	15
1	148037302	148037332	M07808:66:000000000-KDBRJ:1:1104:25587:24096	60	-	8
1	148037302	148037332	M07808:66:000000000-KDBRJ:1:1104:25599:24117	60	-	8
1	91823812	91823842	M07808:66:000000000-KDBRJ:1:1104:10704:23979	60	+	8
1	207281308	207281338	M07808:66:000000000-KDBRJ:1:1104:26209:23991	60	-	3
1	91823812	91823842	M07808:66:000000000-KDBRJ:1:1104:10700:23998	60	+	8
1	207281308	207281338	M07808:66:000000000-KDBRJ:1:1104:26225:24001	60	-	3
1	146012565	146012595	M07808:66:000000000-KDBRJ:1:1104:22240:24723	60	-	2
1	77951649	77951679	M07808:66:000000000-KDBRJ:1:1104:10537:25417	60	-	4
1	202469923	202469953	M07808:66:000000000-KDBRJ:1:1104:7303:25468	60	+	32
1	202469923	202469953	M07808:66:000000000-KDBRJ:1:1104:7290:25481	60	+	32
1	38043833	38043863	M07808:66:000000000-KDBRJ:1:1105:8635:3373	60	-	6
1	233249067	233249097	M07808:66:000000000-KDBRJ:1:1105:11599:4325	60	-	1
1	87076537	87076567	M07808:66:000000000-KDBRJ:1:1105:23841:4553	60	-	10
1	167438614	167438644	M07808:66:000000000-KDBRJ:1:1105:18764:4125	60	+	3
1	192805826	192805856	M07808:66:000000000-KDBRJ:1:1105:19416:4157	60	+	7
1	192805826	192805856	M07808:66:000000000-KDBRJ:1:1105:19424:4176	60	+	7
1	241397899	241397929	M07808:66:000000000-KDBRJ:1:1105:21104:4939	60	+	14
1	241397899	241397929	M07808:66:000000000-KDBRJ:1:1105:21109:4956	60	+	14
1	151130251	151130281	M07808:66:000000000-KDBRJ:1:1105:21154:5807	60	+	31
1	172502752	172502782	M07808:66:000000000-KDBRJ:1:1105:10218:6829	60	+	5
1	174961995	174962025	M07808:66:000000000-KDBRJ:1:1105:24278:7718	60	+	1
1	154342508	154342538	M07808:66:000000000-KDBRJ:1:1105:20310:7933	60	-	20
1	35183915	35183945	M07808:66:000000000-KDBRJ:1:1105:18540:7941	60	+	3
1	100169597	100169627	M07808:66:000000000-KDBRJ:1:1105:17685:8755	60	-	53
