chrom	chromStart	chromEnd	name	score	strand	counts
1	89996033	89996063	M07808:66:000000000-KDBRJ:1:1101:14273:9675	60	+	5
1	101064607	101064637	M07808:66:000000000-KDBRJ:1:1101:3384:10936	60	-	1
1	30142112	30142142	M07808:66:000000000-KDBRJ:1:1101:28537:11270	60	+	16
1	182762171	182762201	M07808:66:000000000-KDBRJ:1:1101:24109:11301	60	-	13
1	177958606	177958636	M07808:66:000000000-KDBRJ:1:1101:8177:11627	60	+	10
1	177958606	177958636	M07808:66:000000000-KDBRJ:1:1101:8191:11645	60	+	10
1	173891515	173891545	M07808:66:000000000-KDBRJ:1:1101:4517:11486	60	+	10
1	167439357	167439387	M07808:66:000000000-KDBRJ:1:1101:8017:11900	60	+	3
1	110664727	110664757	M07808:66:000000000-KDBRJ:1:1101:6614:11703	60	-	11
1	65470623	65470653	M07808:66:000000000-KDBRJ:1:1101:24894:11783	60	-	6
1	100169597	100169627	M07808:66:000000000-KDBRJ:1:1101:23471:12499	60	-	32
1	68273473	68273503	M07808:66:000000000-KDBRJ:1:1101:4289:12626	60	+	7
1	226614294	226614324	M07808:66:000000000-KDBRJ:1:1101:29080:13228	60	-	18
1	167431686	167431716	M07808:66:000000000-KDBRJ:1:1101:4545:10266	60	+	7
1	31924638	31924668	M07808:66:000000000-KDBRJ:1:1101:7389:13428	60	+	10
1	31924638	31924668	M07808:66:000000000-KDBRJ:1:1101:7409:13437	60	+	10
1	52454046	52454076	M07808:66:000000000-KDBRJ:1:1101:27477:13867	60	-	10
1	24516636	24516666	M07808:66:000000000-KDBRJ:1:1101:8213:14454	60	+	15
1	38983781	38983811	M07808:66:000000000-KDBRJ:1:1101:9775:15044	60	+	2
1	97206958	97206988	M07808:66:000000000-KDBRJ:1:1101:2236:15569	60	+	13
1	24516636	24516666	M07808:66:000000000-KDBRJ:1:1101:7923:16010	60	+	15
1	176130650	176130680	M07808:66:000000000-KDBRJ:1:1101:2112:16725	60	+	16
1	176130650	176130680	M07808:66:000000000-KDBRJ:1:1101:2089:16734	60	+	16
1	118152789	118152819	M07808:66:000000000-KDBRJ:1:1101:28790:16742	60	-	2
1	40299431	40299461	M07808:66:000000000-KDBRJ:1:1101:28327:16416	60	-	4
1	98572185	98572215	M07808:66:000000000-KDBRJ:1:1101:24499:16973	60	-	6
1	98572185	98572215	M07808:66:000000000-KDBRJ:1:1101:24516:16973	60	-	6
1	38837197	38837227	M07808:66:000000000-KDBRJ:1:1101:19518:17832	60	-	7
1	109250424	109250454	M07808:66:000000000-KDBRJ:1:1101:5679:17951	60	+	1
1	150142153	150142183	M07808:66:000000000-KDBRJ:1:1101:28304:18534	60	-	8
1	7920879	7920908	M07808:66:000000000-KDBRJ:1:1101:6769:19025	60	+	12
1	12279487	12279517	M07808:66:000000000-KDBRJ:1:1101:5444:20086	60	-	1
1	40273574	40273604	M07808:66:000000000-KDBRJ:1:1101:22565:20454	60	+	6
1	202469923	202469953	M07808:66:000000000-KDBRJ:1:1101:12188:20537	60	+	32
1	202469923	202469953	M07808:66:000000000-KDBRJ:1:1101:12180:20554	60	+	32
1	24516636	24516666	M07808:66:000000000-KDBRJ:1:1101:19096:20642	60	+	15
1	179165214	179165244	M07808:66:000000000-KDBRJ:1:1101:14555:20801	60	-	8
1	91823812	91823842	M07808:66:000000000-KDBRJ:1:1101:5469:21787	60	+	7
1	91823812	91823842	M07808:66:000000000-KDBRJ:1:1101:5462:21803	60	+	7
1	246643176	246643206	M07808:66:000000000-KDBRJ:1:1101:18022:21836	60	-	5
1	89731703	89731733	M07808:66:000000000-KDBRJ:1:1101:8635:21341	60	-	6
1	89731703	89731733	M07808:66:000000000-KDBRJ:1:1101:5326:21445	60	-	6
1	154945770	154945800	M07808:66:000000000-KDBRJ:1:1101:14398:22004	60	-	2
1	111702297	111702327	M07808:66:000000000-KDBRJ:1:1101:18462:22301	60	+	5
1	161328871	161328901	M07808:66:000000000-KDBRJ:1:1101:21612:22713	60	+	2
1	241397899	241397929	M07808:66:000000000-KDBRJ:1:1101:10982:23299	60	+	7
1	246041810	246041840	M07808:66:000000000-KDBRJ:1:1101:7118:21604	60	+	5
1	246041810	246041840	M07808:66:000000000-KDBRJ:1:1101:7114:21622	60	+	5
1	182762171	182762201	M07808:66:000000000-KDBRJ:1:1101:11259:24425	60	-	13
1	37329754	37329784	M07808:66:000000000-KDBRJ:1:1101:15739:25054	60	-	11
1	167435397	167435422	M07808:66:000000000-KDBRJ:1:1101:9462:25821	60	+	3
1	246041810	246041840	M07808:66:000000000-KDBRJ:1:1101:18014:25854	60	+	5
1	167434022	167434052	M07808:66:000000000-KDBRJ:1:1101:19603:27012	60	-	9
1	187302915	187302945	M07808:66:000000000-KDBRJ:1:1101:21469:26754	60	-	3
1	166863235	166863265	M07808:66:000000000-KDBRJ:1:1102:11941:3317	60	+	4
1	100169597	100169627	M07808:66:000000000-KDBRJ:1:1102:20253:3561	60	-	32
1	52490421	52490451	M07808:66:000000000-KDBRJ:1:1102:12610:3835	60	-	4
1	246643176	246643206	M07808:66:000000000-KDBRJ:1:1102:7144:4847	60	-	5
1	226614294	226614324	M07808:66:000000000-KDBRJ:1:1102:19327:4570	60	-	18
1	236899729	236899759	M07808:66:000000000-KDBRJ:1:1102:9893:5320	60	+	6
1	151193180	151193210	M07808:66:000000000-KDBRJ:1:1102:16895:6603	60	-	14
1	97206958	97206988	M07808:66:000000000-KDBRJ:1:1102:22157:6651	60	+	13
1	16238854	16238884	M07808:66:000000000-KDBRJ:1:1102:19137:7260	60	-	3
1	247389855	247389885	M07808:66:000000000-KDBRJ:1:1102:5522:7692	60	+	7
1	50516813	50516843	M07808:66:000000000-KDBRJ:1:1101:11882:27491	60	+	8
1	50516813	50516843	M07808:66:000000000-KDBRJ:1:1101:11869:27504	60	+	8
1	226614294	226614324	M07808:66:000000000-KDBRJ:1:1102:3983:8451	60	-	18
1	7977283	7977313	M07808:66:000000000-KDBRJ:1:1102:12590:8492	60	+	29
1	25719363	25719393	M07808:66:000000000-KDBRJ:1:1102:14229:9133	60	-	3
1	167431680	167431709	M07808:66:000000000-KDBRJ:1:1102:15128:10483	60	-	43
1	7920888	7920918	M07808:66:000000000-KDBRJ:1:1102:5277:11109	60	+	11
1	50694214	50694244	M07808:66:000000000-KDBRJ:1:1102:5100:11193	60	-	9
1	38015622	38015652	M07808:66:000000000-KDBRJ:1:1102:3082:11412	60	+	1
1	182991149	182991179	M07808:66:000000000-KDBRJ:1:1102:25351:14508	60	-	5
1	92981020	92981050	M07808:66:000000000-KDBRJ:1:1102:7783:15061	60	+	4
1	7920888	7920918	M07808:66:000000000-KDBRJ:1:1102:11788:15721	60	+	11
1	181294389	181294419	M07808:66:000000000-KDBRJ:1:1102:8027:13462	60	+	15
1	226614294	226614324	M07808:66:000000000-KDBRJ:1:1102:14450:18304	60	-	18
1	182762171	182762201	M07808:66:000000000-KDBRJ:1:1102:24147:19224	60	-	13
1	197649899	197649929	M07808:66:000000000-KDBRJ:1:1102:27222:20230	60	-	10
1	197649899	197649929	M07808:66:000000000-KDBRJ:1:1102:27243:20236	60	-	10
1	151193180	151193210	M07808:66:000000000-KDBRJ:1:1102:26566:20595	60	-	14
1	7920888	7920918	M07808:66:000000000-KDBRJ:1:1102:19087:20698	60	+	11
1	24001013	24001043	M07808:66:000000000-KDBRJ:1:1102:18025:21888	60	+	10
1	24001013	24001043	M07808:66:000000000-KDBRJ:1:1102:18034:21871	60	+	10
1	205620581	205620611	M07808:66:000000000-KDBRJ:1:1102:4632:22089	60	-	12
1	7933165	7933195	M07808:66:000000000-KDBRJ:1:1102:23190:22690	60	+	11
1	85761906	85761936	M07808:66:000000000-KDBRJ:1:1102:6736:22885	60	-	2
1	105290090	105290120	M07808:66:000000000-KDBRJ:1:1102:20192:23647	60	+	7
1	156857730	156857760	M07808:66:000000000-KDBRJ:1:1102:26815:23491	60	-	2
1	167431686	167431716	M07808:66:000000000-KDBRJ:1:1102:19393:24166	60	+	7
1	167431686	167431716	M07808:66:000000000-KDBRJ:1:1102:19404:24181	60	+	7
1	212217721	212217751	M07808:66:000000000-KDBRJ:1:1102:14169:24734	60	-	3
1	151130251	151130281	M07808:66:000000000-KDBRJ:1:1102:11768:24579	60	+	22
1	166867232	166867262	M07808:66:000000000-KDBRJ:1:1102:7092:25680	60	-	4
1	165303137	165303167	M07808:66:000000000-KDBRJ:1:1102:24351:25683	60	-	1
1	202469923	202469953	M07808:66:000000000-KDBRJ:1:1102:21462:26155	60	+	32
1	66709536	66709566	M07808:66:000000000-KDBRJ:1:1102:13551:26575	60	-	6
1	66709536	66709566	M07808:66:000000000-KDBRJ:1:1102:13553:26593	60	-	6
1	220217791	220217821	M07808:66:000000000-KDBRJ:1:1103:14330:2296	60	-	4
1	68273473	68273503	M07808:66:000000000-KDBRJ:1:1103:10296:3729	60	+	7
1	98700476	98700506	M07808:66:000000000-KDBRJ:1:1103:21189:4585	60	+	3
1	181068721	181068751	M07808:66:000000000-KDBRJ:1:1103:15465:5097	60	+	3
1	125080219	125080249	M07808:66:000000000-KDBRJ:1:1103:6961:4855	60	+	1
1	180292045	180292075	M07808:66:000000000-KDBRJ:1:1103:22446:7501	60	+	2
1	236899729	236899759	M07808:66:000000000-KDBRJ:1:1103:25913:8448	60	+	6
1	247389855	247389885	M07808:66:000000000-KDBRJ:1:1103:13943:9524	60	+	7
1	169390024	169390054	M07808:66:000000000-KDBRJ:1:1103:6309:9658	60	+	5
1	24001013	24001043	M07808:66:000000000-KDBRJ:1:1103:24159:9145	60	+	10
1	225451234	225451264	M07808:66:000000000-KDBRJ:1:1103:15811:9726	60	+	3
1	195994593	195994623	M07808:66:000000000-KDBRJ:1:1103:27752:11924	60	+	2
1	182991149	182991179	M07808:66:000000000-KDBRJ:1:1103:3223:13155	60	-	5
1	72140755	72140785	M07808:66:000000000-KDBRJ:1:1103:11391:13385	60	-	3
1	12358601	12358631	M07808:66:000000000-KDBRJ:1:1103:3490:14200	60	+	1
1	97206958	97206988	M07808:66:000000000-KDBRJ:1:1103:7309:14964	60	+	13
1	93156054	93156084	M07808:66:000000000-KDBRJ:1:1103:5307:14003	60	-	8
1	93156054	93156084	M07808:66:000000000-KDBRJ:1:1103:5312:14020	60	-	8
1	64957171	64957201	M07808:66:000000000-KDBRJ:1:1103:6398:16151	60	+	10
1	64957171	64957201	M07808:66:000000000-KDBRJ:1:1103:6379:16156	60	+	10
1	158628297	158628327	M07808:66:000000000-KDBRJ:1:1103:26484:16609	60	+	14
1	168604385	168604415	M07808:66:000000000-KDBRJ:1:1103:7537:16901	60	-	1
1	91823812	91823842	M07808:66:000000000-KDBRJ:1:1103:3092:18327	60	+	7
1	25607463	25607493	M07808:66:000000000-KDBRJ:1:1103:7341:19762	60	+	1
1	214691378	214691406	M07808:66:000000000-KDBRJ:1:1103:14023:20190	60	+	1
1	100390155	100390185	M07808:66:000000000-KDBRJ:1:1103:11417:20945	60	-	4
1	23305015	23305045	M07808:66:000000000-KDBRJ:1:1103:24257:20986	60	+	4
1	91823812	91823842	M07808:66:000000000-KDBRJ:1:1103:20393:21109	60	+	7
1	91823812	91823842	M07808:66:000000000-KDBRJ:1:1103:20397:21127	60	+	7
1	219268376	219268406	M07808:66:000000000-KDBRJ:1:1103:17300:21190	60	-	1
1	159785480	159785510	M07808:66:000000000-KDBRJ:1:1103:6584:20461	60	-	2
1	231549594	231549624	M07808:66:000000000-KDBRJ:1:1103:14445:20470	60	+	4
1	159785480	159785510	M07808:66:000000000-KDBRJ:1:1103:6587:20479	60	-	2
1	213561836	213561866	M07808:66:000000000-KDBRJ:1:1103:16886:22556	60	-	7
1	89079573	89079603	M07808:66:000000000-KDBRJ:1:1103:6950:22634	60	+	2
1	167431680	167431709	M07808:66:000000000-KDBRJ:1:1103:23513:22827	60	-	43
1	71753300	71753330	M07808:66:000000000-KDBRJ:1:1103:26686:22942	60	-	9
1	30142112	30142142	M07808:66:000000000-KDBRJ:1:1103:6054:22083	60	+	16
1	30142112	30142142	M07808:66:000000000-KDBRJ:1:1103:6074:22083	60	+	16
1	22392373	22392403	M07808:66:000000000-KDBRJ:1:1103:11484:23074	60	+	3
1	98150433	98150463	M07808:66:000000000-KDBRJ:1:1103:19527:23238	60	-	1
1	100169597	100169627	M07808:66:000000000-KDBRJ:1:1103:12259:23696	60	-	32
1	197649899	197649929	M07808:66:000000000-KDBRJ:1:1103:9271:23966	60	-	10
1	234499493	234499523	M07808:66:000000000-KDBRJ:1:1103:11152:27388	60	-	3
1	167438600	167438630	M07808:66:000000000-KDBRJ:1:1104:10967:3587	60	-	7
1	167431680	167431709	M07808:66:000000000-KDBRJ:1:1104:21694:3959	60	-	43
1	65470623	65470653	M07808:66:000000000-KDBRJ:1:1104:11773:4487	60	-	6
1	181294389	181294419	M07808:66:000000000-KDBRJ:1:1104:20512:4943	60	+	15
1	167431680	167431709	M07808:66:000000000-KDBRJ:1:1104:6870:9166	60	-	43
1	107898517	107898547	M07808:66:000000000-KDBRJ:1:1104:20620:9962	60	+	3
1	99193024	99193054	M07808:66:000000000-KDBRJ:1:1104:6960:9654	60	+	7
1	99193024	99193054	M07808:66:000000000-KDBRJ:1:1104:6968:9671	60	+	7
1	93114817	93114847	M07808:66:000000000-KDBRJ:1:1104:9260:10365	60	-	4
1	154611832	154611862	M07808:66:000000000-KDBRJ:1:1104:22095:10467	60	-	10
1	159765849	159765879	M07808:66:000000000-KDBRJ:1:1104:10184:10473	60	-	10
1	167431680	167431709	M07808:66:000000000-KDBRJ:1:1104:7636:11351	60	-	43
1	7977283	7977313	M07808:66:000000000-KDBRJ:1:1104:7369:11918	60	+	29
1	154342508	154342538	M07808:66:000000000-KDBRJ:1:1104:26514:12128	60	-	6
1	64998202	64998232	M07808:66:000000000-KDBRJ:1:1104:8137:12257	60	+	2
1	7977283	7977313	M07808:66:000000000-KDBRJ:1:1104:25553:13201	60	+	29
1	97206958	97206988	M07808:66:000000000-KDBRJ:1:1104:28346:13283	60	+	13
1	205620581	205620611	M07808:66:000000000-KDBRJ:1:1104:2913:13370	60	-	12
1	38882817	38882847	M07808:66:000000000-KDBRJ:1:1104:3603:13758	60	+	18
1	150142153	150142183	M07808:66:000000000-KDBRJ:1:1104:3509:14108	60	-	8
1	150388320	150388350	M07808:66:000000000-KDBRJ:1:1104:3820:14512	60	-	7
1	204414811	204414841	M07808:66:000000000-KDBRJ:1:1104:3821:16605	60	+	1
1	30142112	30142142	M07808:66:000000000-KDBRJ:1:1104:4702:18199	60	+	16
1	212721157	212721187	M07808:66:000000000-KDBRJ:1:1104:6895:18506	60	+	9
1	176130650	176130680	M07808:66:000000000-KDBRJ:1:1104:26742:19163	60	+	16
1	176130650	176130680	M07808:66:000000000-KDBRJ:1:1104:26756:19178	60	+	16
1	205176855	205176885	M07808:66:000000000-KDBRJ:1:1104:6078:19605	60	+	2
1	178724076	178724106	M07808:66:000000000-KDBRJ:1:1104:6825:15041	60	-	26
1	154611832	154611862	M07808:66:000000000-KDBRJ:1:1104:6153:20815	60	-	10
1	154611832	154611862	M07808:66:000000000-KDBRJ:1:1104:6135:20818	60	-	10
1	225065211	225065241	M07808:66:000000000-KDBRJ:1:1104:21087:21857	60	-	8
1	225065211	225065241	M07808:66:000000000-KDBRJ:1:1104:21097:21873	60	-	8
1	4839544	4839574	M07808:66:000000000-KDBRJ:1:1104:9751:22009	60	-	1
1	22138096	22138126	M07808:66:000000000-KDBRJ:1:1104:8707:22671	60	-	8
1	194123759	194123789	M07808:66:000000000-KDBRJ:1:1104:11506:22719	60	-	8
1	194123759	194123789	M07808:66:000000000-KDBRJ:1:1104:11515:22735	60	-	8
1	100169597	100169627	M07808:66:000000000-KDBRJ:1:1104:7876:23544	60	-	32
1	100169597	100169627	M07808:66:000000000-KDBRJ:1:1104:7879:23562	60	-	32
1	100169597	100169627	M07808:66:000000000-KDBRJ:1:1104:7862:23569	60	-	32
1	159765849	159765879	M07808:66:000000000-KDBRJ:1:1104:26271:23695	60	-	10
1	167434022	167434052	M07808:66:000000000-KDBRJ:1:1104:15237:23734	60	-	9
1	23953145	23953175	M07808:66:000000000-KDBRJ:1:1104:7540:23931	60	-	4
1	23953145	23953175	M07808:66:000000000-KDBRJ:1:1104:7554:23944	60	-	4
1	205620581	205620611	M07808:66:000000000-KDBRJ:1:1104:9694:24138	60	-	12
1	205620581	205620611	M07808:66:000000000-KDBRJ:1:1104:9686:24166	60	-	12
1	167817007	167817037	M07808:66:000000000-KDBRJ:1:1104:19694:24382	60	+	7
1	109877948	109877978	M07808:66:000000000-KDBRJ:1:1104:25695:24980	60	+	2
1	204310731	204310761	M07808:66:000000000-KDBRJ:1:1104:12279:25580	60	-	2
1	194123759	194123789	M07808:66:000000000-KDBRJ:1:1104:19531:27804	60	-	8
1	30142112	30142142	M07808:66:000000000-KDBRJ:1:1104:19486:27885	60	+	16
1	42017715	42017745	M07808:66:000000000-KDBRJ:1:1105:17770:2941	60	-	1
1	202469923	202469953	M07808:66:000000000-KDBRJ:1:1105:19851:2249	60	+	32
1	7977283	7977313	M07808:66:000000000-KDBRJ:1:1105:21092:3419	60	+	29
1	152853300	152853330	M07808:66:000000000-KDBRJ:1:1105:21296:4602	60	-	4
1	68273473	68273503	M07808:66:000000000-KDBRJ:1:1105:10232:4818	60	+	7
1	68273473	68273503	M07808:66:000000000-KDBRJ:1:1105:10247:4831	60	+	7
1	68273473	68273503	M07808:66:000000000-KDBRJ:1:1105:10233:4843	60	+	7
1	177730693	177730723	M07808:66:000000000-KDBRJ:1:1105:10255:4931	60	+	4
1	151130251	151130281	M07808:66:000000000-KDBRJ:1:1105:7931:5172	60	+	22
1	212721157	212721187	M07808:66:000000000-KDBRJ:1:1105:23187:5296	60	+	9
1	181294389	181294419	M07808:66:000000000-KDBRJ:1:1105:9551:5304	60	+	15
1	181294389	181294419	M07808:66:000000000-KDBRJ:1:1105:9537:5322	60	+	15
1	181294389	181294419	M07808:66:000000000-KDBRJ:1:1105:9556:5325	60	+	15
1	173458536	173458566	M07808:66:000000000-KDBRJ:1:1105:9419:5982	60	-	3
1	175242693	175242723	M07808:66:000000000-KDBRJ:1:1105:18028:6496	60	+	2
1	100169597	100169627	M07808:66:000000000-KDBRJ:1:1105:6052:6664	60	-	32
1	182991149	182991179	M07808:66:000000000-KDBRJ:1:1105:13603:7010	60	-	5
1	26633993	26634023	M07808:66:000000000-KDBRJ:1:1105:13548:7091	60	-	1
1	193024282	193024312	M07808:66:000000000-KDBRJ:1:1105:24532:7469	60	+	2
1	181294389	181294419	M07808:66:000000000-KDBRJ:1:1105:7768:7980	60	+	15
1	65020609	65020639	M07808:66:000000000-KDBRJ:1:1105:15194:8195	60	+	1
1	100169597	100169627	M07808:66:000000000-KDBRJ:1:1105:15530:8451	60	-	32
1	50694214	50694244	M07808:66:000000000-KDBRJ:1:1105:25354:8877	60	-	9
1	101627236	101627266	M07808:66:000000000-KDBRJ:1:1105:19591:9083	60	-	3
1	167434022	167434052	M07808:66:000000000-KDBRJ:1:1105:6898:9126	60	-	9
1	240413553	240413583	M07808:66:000000000-KDBRJ:1:1105:14591:9470	60	+	4
1	240413553	240413583	M07808:66:000000000-KDBRJ:1:1105:14608:9478	60	+	4
1	23305015	23305045	M07808:66:000000000-KDBRJ:1:1105:28479:9568	60	+	4
1	205620581	205620611	M07808:66:000000000-KDBRJ:1:1105:19348:9252	60	-	12
1	226712129	226712159	M07808:66:000000000-KDBRJ:1:1105:9231:9591	60	+	2
1	94698603	94698633	M07808:66:000000000-KDBRJ:1:1105:7021:10196	60	-	4
1	185095123	185095153	M07808:66:000000000-KDBRJ:1:1105:16833:12761	60	+	3
1	7920879	7920909	M07808:66:000000000-KDBRJ:1:1105:6541:13560	60	-	12
1	7920879	7920909	M07808:66:000000000-KDBRJ:1:1105:6536:13577	60	-	12
1	192521212	192521242	M07808:66:000000000-KDBRJ:1:1105:7628:14259	60	+	3
1	192521212	192521242	M07808:66:000000000-KDBRJ:1:1105:7641:14272	60	+	3
1	161935742	161935772	M07808:66:000000000-KDBRJ:1:1105:6525:14807	60	-	5
1	246708195	246708225	M07808:66:000000000-KDBRJ:1:1105:7507:15145	60	+	1
1	246634179	246634209	M07808:66:000000000-KDBRJ:1:1105:5588:16151	60	+	3
1	181294389	181294419	M07808:66:000000000-KDBRJ:1:1105:10486:16212	60	+	15
1	71753300	71753330	M07808:66:000000000-KDBRJ:1:1105:7036:17808	60	-	9
1	2252252	2252282	M07808:66:000000000-KDBRJ:1:1105:7710:17883	60	+	3
1	219924253	219924283	M07808:66:000000000-KDBRJ:1:1105:6379:18933	60	+	3
1	105858194	105858224	M07808:66:000000000-KDBRJ:1:1105:14411:19328	60	-	5
1	167996636	167996666	M07808:66:000000000-KDBRJ:1:1105:19886:20157	60	-	2
1	224149691	224149721	M07808:66:000000000-KDBRJ:1:1105:11117:20965	60	-	10
1	176130650	176130680	M07808:66:000000000-KDBRJ:1:1105:18733:21219	60	+	16
1	225065211	225065241	M07808:66:000000000-KDBRJ:1:1105:22303:21569	60	-	8
1	97206958	97206988	M07808:66:000000000-KDBRJ:1:1105:8262:23430	60	+	13
1	102419391	102419421	M07808:66:000000000-KDBRJ:1:1105:23487:23701	60	-	3
1	102419391	102419421	M07808:66:000000000-KDBRJ:1:1105:23498:23718	60	-	3
1	69215344	69215374	M07808:66:000000000-KDBRJ:1:1105:15987:25025	60	-	5
1	221816127	221816157	M07808:66:000000000-KDBRJ:1:1105:7608:25594	60	-	1
1	64998202	64998232	M07808:66:000000000-KDBRJ:1:1106:13359:2430	60	+	2
1	172874385	172874415	M07808:66:000000000-KDBRJ:1:1106:15717:3858	60	-	2
1	176130650	176130680	M07808:66:000000000-KDBRJ:1:1106:6985:4979	60	+	16
1	60119481	60119511	M07808:66:000000000-KDBRJ:1:1106:25144:7066	60	-	8
1	161935742	161935772	M07808:66:000000000-KDBRJ:1:1106:5330:6832	60	-	5
1	90884599	90884629	M07808:66:000000000-KDBRJ:1:1106:9244:7220	60	-	2
1	90884599	90884629	M07808:66:000000000-KDBRJ:1:1106:9257:7232	60	-	2
1	180308033	180308063	M07808:66:000000000-KDBRJ:1:1106:15031:7475	60	-	3
1	241397899	241397929	M07808:66:000000000-KDBRJ:1:1106:5517:7764	60	+	7
1	225451234	225451264	M07808:66:000000000-KDBRJ:1:1106:15217:8156	60	+	3
1	89079573	89079603	M07808:66:000000000-KDBRJ:1:1106:18045:8521	60	+	2
1	150726691	150726721	M07808:66:000000000-KDBRJ:1:1106:18923:9084	60	-	9
1	167431680	167431709	M07808:66:000000000-KDBRJ:1:1106:6671:7981	60	-	43
1	7920879	7920909	M07808:66:000000000-KDBRJ:1:1106:5264:11534	60	-	12
1	7920888	7920918	M07808:66:000000000-KDBRJ:1:1106:24176:8412	60	+	11
1	23855170	23855200	M07808:66:000000000-KDBRJ:1:1106:7930:17128	60	-	6
1	100169597	100169627	M07808:66:000000000-KDBRJ:1:1106:8253:18835	60	-	32
1	89731703	89731733	M07808:66:000000000-KDBRJ:1:1106:28357:20041	60	-	6
1	187302915	187302945	M07808:66:000000000-KDBRJ:1:1106:25229:20265	60	-	3
1	8103138	8103168	M07808:66:000000000-KDBRJ:1:1106:11732:20934	60	+	3
1	38837197	38837227	M07808:66:000000000-KDBRJ:1:1106:8665:20477	60	-	7
1	151130251	151130281	M07808:66:000000000-KDBRJ:1:1106:9328:21077	60	+	22
1	108593715	108593745	M07808:66:000000000-KDBRJ:1:1106:24422:21485	60	-	2
1	108593715	108593745	M07808:66:000000000-KDBRJ:1:1106:24433:21499	60	-	2
1	169704330	169704360	M07808:66:000000000-KDBRJ:1:1106:5522:22114	60	-	1
1	241626061	241626091	M07808:66:000000000-KDBRJ:1:1106:14657:22185	60	-	3
1	151130251	151130281	M07808:66:000000000-KDBRJ:1:1106:12730:22298	60	+	22
1	151130251	151130281	M07808:66:000000000-KDBRJ:1:1106:12744:22310	60	+	22
1	110664727	110664757	M07808:66:000000000-KDBRJ:1:1106:5053:22330	60	-	11
1	226614294	226614324	M07808:66:000000000-KDBRJ:1:1106:25371:22338	60	-	18
1	226614294	226614324	M07808:66:000000000-KDBRJ:1:1106:25372:22359	60	-	18
1	196276341	196276371	M07808:66:000000000-KDBRJ:1:1106:14328:22874	60	-	2
1	73922752	73922782	M07808:66:000000000-KDBRJ:1:1106:18456:24907	60	+	11
1	114666300	114666330	M07808:66:000000000-KDBRJ:1:1106:12487:25558	60	-	7
1	167439342	167439371	M07808:66:000000000-KDBRJ:1:1107:11677:3783	60	+	18
1	152853300	152853330	M07808:66:000000000-KDBRJ:1:1107:16803:3872	60	-	4
1	197649899	197649929	M07808:66:000000000-KDBRJ:1:1107:12914:4029	60	-	10
1	23305015	23305045	M07808:66:000000000-KDBRJ:1:1107:20463:4078	60	+	4
1	111702297	111702327	M07808:66:000000000-KDBRJ:1:1107:10161:4586	60	+	5
1	158628297	158628327	M07808:66:000000000-KDBRJ:1:1107:18423:4743	60	+	14
1	113106986	113107016	M07808:66:000000000-KDBRJ:1:1107:11390:4808	60	+	3
1	113106986	113107016	M07808:66:000000000-KDBRJ:1:1107:11402:4823	60	+	3
1	24516636	24516666	M07808:66:000000000-KDBRJ:1:1107:19862:5119	60	+	15
1	159765849	159765879	M07808:66:000000000-KDBRJ:1:1107:8147:5489	60	-	10
1	113106986	113107016	M07808:66:000000000-KDBRJ:1:1107:15521:5655	60	+	3
1	168952667	168952697	M07808:66:000000000-KDBRJ:1:1107:13750:6060	60	+	1
1	12208628	12208658	M07808:66:000000000-KDBRJ:1:1107:12216:6362	60	-	12
1	181068721	181068751	M07808:66:000000000-KDBRJ:1:1106:16678:25088	60	+	3
