chrom	chromStart	chromEnd	name	score	strand	counts
17	70534170	70534200	M07808:66:000000000-KDBRJ:1:1101:22312:6700	60	-	2
3	4721138	4721168	M07808:66:000000000-KDBRJ:1:1101:11446:6734	60	+	12
11	88708290	88708320	M07808:66:000000000-KDBRJ:1:1101:13532:6753	60	-	9
10	73068785	73068815	M07808:66:000000000-KDBRJ:1:1101:7482:6796	60	-	20
10	73068785	73068815	M07808:66:000000000-KDBRJ:1:1101:7479:6813	60	-	20
1	236069061	236069091	M07808:66:000000000-KDBRJ:1:1101:19321:6868	60	-	14
X	151422626	151422656	M07808:66:000000000-KDBRJ:1:1101:8128:7039	60	+	7
2	51043917	51043947	M07808:66:000000000-KDBRJ:1:1101:23001:7079	60	-	6
7	37497605	37497635	M07808:66:000000000-KDBRJ:1:1101:12736:7166	60	+	33
12	110369277	110369307	M07808:66:000000000-KDBRJ:1:1101:9828:4579	60	-	23
1	90842655	90842685	M07808:66:000000000-KDBRJ:1:1101:19395:4644	60	+	17
8	77020106	77020136	M07808:66:000000000-KDBRJ:1:1101:10893:4645	60	+	3
6	19831146	19831176	M07808:66:000000000-KDBRJ:1:1101:23181:4645	60	-	5
6	19831146	19831176	M07808:66:000000000-KDBRJ:1:1101:23166:4655	60	-	5
5	18741577	18741607	M07808:66:000000000-KDBRJ:1:1101:18723:4672	60	+	27
14	49921385	49921415	M07808:66:000000000-KDBRJ:1:1101:21078:7183	60	-	5
1	238939261	238939291	M07808:66:000000000-KDBRJ:1:1101:17888:6997	60	+	6
7	135383716	135383746	M07808:66:000000000-KDBRJ:1:1101:11422:7005	60	+	7
2	86789406	86789436	M07808:66:000000000-KDBRJ:1:1101:6860:7372	60	+	255
5	128096924	128096954	M07808:66:000000000-KDBRJ:1:1101:16457:7387	60	+	19
2	86789406	86789436	M07808:66:000000000-KDBRJ:1:1101:6871:7387	60	+	255
2	86789406	86789436	M07808:66:000000000-KDBRJ:1:1101:6853:7390	60	+	255
6	88672825	88672855	M07808:66:000000000-KDBRJ:1:1101:9581:7480	60	+	6
17	32341131	32341161	M07808:66:000000000-KDBRJ:1:1101:17653:7503	60	+	66
14	66164158	66164188	M07808:66:000000000-KDBRJ:1:1101:19427:7537	60	-	8
8	99940586	99940616	M07808:66:000000000-KDBRJ:1:1101:5446:7539	60	+	6
12	120596628	120596658	M07808:66:000000000-KDBRJ:1:1101:11880:7873	60	+	6
14	20496906	20496936	M07808:66:000000000-KDBRJ:1:1101:27081:7949	60	+	5
9	115531983	115532013	M07808:66:000000000-KDBRJ:1:1101:9036:7949	60	-	10
3	148971002	148971032	M07808:66:000000000-KDBRJ:1:1101:5670:8058	60	+	4
3	148971002	148971032	M07808:66:000000000-KDBRJ:1:1101:5671:8075	60	+	4
15	99274214	99274244	M07808:66:000000000-KDBRJ:1:1101:18602:8180	60	-	1
16	63076755	63076785	M07808:66:000000000-KDBRJ:1:1101:16340:8267	60	+	4
7	145596299	145596325	M07808:66:000000000-KDBRJ:1:1101:8238:8285	60	-	21
7	145596299	145596325	M07808:66:000000000-KDBRJ:1:1101:8248:8300	60	-	21
1	22540357	22540387	M07808:66:000000000-KDBRJ:1:1101:10005:8344	60	-	13
4	102713196	102713226	M07808:66:000000000-KDBRJ:1:1101:27344:8368	60	-	9
4	102713196	102713226	M07808:66:000000000-KDBRJ:1:1101:27349:8385	60	-	9
X	135296987	135297017	M07808:66:000000000-KDBRJ:1:1101:21481:8388	60	+	27
15	64406604	64406634	M07808:66:000000000-KDBRJ:1:1101:20053:8423	60	+	3
3	113665082	113665112	M07808:66:000000000-KDBRJ:1:1101:26935:8438	60	+	40
1	167434022	167434052	M07808:66:000000000-KDBRJ:1:1101:10566:8469	60	-	70
10	125665137	125665167	M07808:66:000000000-KDBRJ:1:1101:7789:8507	60	+	1
15	67840078	67840108	M07808:66:000000000-KDBRJ:1:1101:26197:8588	60	+	19
9	11772316	11772346	M07808:66:000000000-KDBRJ:1:1101:16860:8638	60	-	1
10	13052430	13052460	M07808:66:000000000-KDBRJ:1:1101:4631:8857	60	-	7
10	13052430	13052460	M07808:66:000000000-KDBRJ:1:1101:4637:8874	60	-	7
2	214064296	214064326	M07808:66:000000000-KDBRJ:1:1101:3575:8899	60	+	29
12	27896022	27896052	M07808:66:000000000-KDBRJ:1:1101:17359:8902	60	+	11
13	81604974	81605002	M07808:66:000000000-KDBRJ:1:1101:18872:8903	60	+	13
8	73325087	73325115	M07808:66:000000000-KDBRJ:1:1101:14480:8721	60	-	1
7	88042435	88042465	M07808:66:000000000-KDBRJ:1:1101:18213:8724	60	+	33
12	117209639	117209669	M07808:66:000000000-KDBRJ:1:1101:13688:8725	60	+	3
5	18741577	18741607	M07808:66:000000000-KDBRJ:1:1101:7574:8728	60	+	27
6	20397058	20397088	M07808:66:000000000-KDBRJ:1:1101:10899:8964	60	+	4
7	21428858	21428888	M07808:66:000000000-KDBRJ:1:1101:5387:9010	60	+	34
3	195472789	195472819	M07808:66:000000000-KDBRJ:1:1101:5911:9044	60	-	6
1	230275897	230275927	M07808:66:000000000-KDBRJ:1:1101:11444:9048	60	+	2
5	5612926	5612956	M07808:66:000000000-KDBRJ:1:1101:8319:9091	60	+	7
8	55528515	55528545	M07808:66:000000000-KDBRJ:1:1101:4172:9151	60	-	12
3	115166110	115166140	M07808:66:000000000-KDBRJ:1:1101:8604:9166	60	+	6
1	167434022	167434052	M07808:66:000000000-KDBRJ:1:1101:22851:9167	60	-	70
8	55528515	55528545	M07808:66:000000000-KDBRJ:1:1101:4180:9171	60	-	12
12	69370568	69370598	M07808:66:000000000-KDBRJ:1:1101:17961:9172	60	-	63
11	74967975	74968005	M07808:66:000000000-KDBRJ:1:1101:12332:9226	60	+	1
2	86789406	86789436	M07808:66:000000000-KDBRJ:1:1101:13734:9351	60	+	255
2	161929995	161930025	M07808:66:000000000-KDBRJ:1:1101:13592:9492	60	+	11
17	11389246	11389276	M07808:66:000000000-KDBRJ:1:1101:6471:9551	60	+	6
2	86789362	86789392	M07808:66:000000000-KDBRJ:1:1101:13808:9582	60	-	55
8	116759648	116759678	M07808:66:000000000-KDBRJ:1:1101:7345:9602	60	+	11
2	86789362	86789392	M07808:66:000000000-KDBRJ:1:1101:13817:9603	60	-	55
2	58055944	58055974	M07808:66:000000000-KDBRJ:1:1101:6213:9783	60	+	10
13	45435575	45435605	M07808:66:000000000-KDBRJ:1:1101:19131:9841	60	+	14
17	50283106	50283136	M07808:66:000000000-KDBRJ:1:1101:3222:9952	60	+	12
1	45329372	45329402	M07808:66:000000000-KDBRJ:1:1101:22309:9969	60	-	2
11	130291828	130291858	M07808:66:000000000-KDBRJ:1:1101:26924:10065	60	-	29
11	7692432	7692462	M07808:66:000000000-KDBRJ:1:1101:6770:10098	60	-	6
15	67912416	67912446	M07808:66:000000000-KDBRJ:1:1101:17978:10165	60	+	17
2	104852068	104852098	M07808:66:000000000-KDBRJ:1:1101:16599:10195	60	-	11
1	192905618	192905648	M07808:66:000000000-KDBRJ:1:1101:28089:10270	60	+	5
5	130962688	130962718	M07808:66:000000000-KDBRJ:1:1101:15519:10343	60	+	5
2	195738774	195738804	M07808:66:000000000-KDBRJ:1:1101:4532:10372	60	-	15
15	67840217	67840247	M07808:66:000000000-KDBRJ:1:1101:24391:10432	60	-	10
4	15863640	15863670	M07808:66:000000000-KDBRJ:1:1101:14039:10434	60	+	10
4	15863640	15863670	M07808:66:000000000-KDBRJ:1:1101:14031:10452	60	+	10
6	73521018	73521048	M07808:66:000000000-KDBRJ:1:1101:6935:10466	60	-	125
X	136804560	136804590	M07808:66:000000000-KDBRJ:1:1101:3367:10474	60	-	5
2	84440772	84440802	M07808:66:000000000-KDBRJ:1:1101:25056:10523	60	+	12
4	109701349	109701379	M07808:66:000000000-KDBRJ:1:1101:24089:10643	60	-	3
7	16699057	16699087	M07808:66:000000000-KDBRJ:1:1101:25422:10693	60	-	7
7	37497605	37497635	M07808:66:000000000-KDBRJ:1:1101:16165:10700	60	+	33
14	68693895	68693925	M07808:66:000000000-KDBRJ:1:1101:2886:10809	60	+	19
19	6656722	6656752	M07808:66:000000000-KDBRJ:1:1101:3232:10834	60	+	10
19	6656722	6656752	M07808:66:000000000-KDBRJ:1:1101:3256:10853	60	+	10
2	170385547	170385577	M07808:66:000000000-KDBRJ:1:1101:21520:10950	60	+	9
2	188398547	188398577	M07808:66:000000000-KDBRJ:1:1101:10081:10978	60	+	13
10	71006841	71006871	M07808:66:000000000-KDBRJ:1:1101:23355:11027	60	+	4
5	5612926	5612956	M07808:66:000000000-KDBRJ:1:1101:27818:11031	60	+	7
21	29644313	29644343	M07808:66:000000000-KDBRJ:1:1101:7675:11445	60	-	13
1	167522690	167522720	M07808:66:000000000-KDBRJ:1:1101:5317:11484	60	-	5
1	167522690	167522720	M07808:66:000000000-KDBRJ:1:1101:5324:11501	60	-	5
X	131940056	131951731	M07808:66:000000000-KDBRJ:1:1101:6986:11333	60	-	4
11	81882728	81882758	M07808:66:000000000-KDBRJ:1:1101:5504:11371	60	-	15
11	81882728	81882758	M07808:66:000000000-KDBRJ:1:1101:5488:11378	60	-	15
15	67840053	67840083	M07808:66:000000000-KDBRJ:1:1101:26230:11388	60	-	3
15	31356219	31356249	M07808:66:000000000-KDBRJ:1:1101:7382:11552	60	-	1
8	109619636	109619666	M07808:66:000000000-KDBRJ:1:1101:28508:11589	60	+	5
17	40737322	40737352	M07808:66:000000000-KDBRJ:1:1101:25382:11591	60	-	21
8	41760716	41760746	M07808:66:000000000-KDBRJ:1:1101:26947:11648	60	-	9
1	167431680	167431709	M07808:66:000000000-KDBRJ:1:1101:5613:11690	60	-	28
1	167431680	167431709	M07808:66:000000000-KDBRJ:1:1101:5595:11698	60	-	28
1	160440733	160440763	M07808:66:000000000-KDBRJ:1:1101:11515:11775	60	-	7
10	10847170	10847200	M07808:66:000000000-KDBRJ:1:1101:3379:11796	60	+	8
9	1877463	1877493	M07808:66:000000000-KDBRJ:1:1101:28450:11817	60	+	11
1	6559310	6559340	M07808:66:000000000-KDBRJ:1:1101:6254:11829	60	-	10
9	1877463	1877493	M07808:66:000000000-KDBRJ:1:1101:28448:11835	60	+	11
13	90870292	90870322	M07808:66:000000000-KDBRJ:1:1101:5842:11968	60	+	15
22	39823065	39823095	M07808:66:000000000-KDBRJ:1:1101:5232:12042	60	-	2
1	6559310	6559340	M07808:66:000000000-KDBRJ:1:1101:6271:11840	60	-	10
10	73546836	73546866	M07808:66:000000000-KDBRJ:1:1101:5410:11854	60	-	12
10	73546836	73546866	M07808:66:000000000-KDBRJ:1:1101:5422:11871	60	-	12
21	44682875	44682905	M07808:66:000000000-KDBRJ:1:1101:3701:11895	60	+	5
1	89660897	89660927	M07808:66:000000000-KDBRJ:1:1101:5610:11952	60	-	9
13	90870292	90870322	M07808:66:000000000-KDBRJ:1:1101:5833:11953	60	+	15
5	6543634	6543664	M07808:66:000000000-KDBRJ:1:1101:5611:12371	60	-	26
1	167438616	167438646	M07808:66:000000000-KDBRJ:1:1101:16197:12381	60	-	3
19	1703894	1703924	M07808:66:000000000-KDBRJ:1:1101:5604:11156	60	+	11
19	1703894	1703924	M07808:66:000000000-KDBRJ:1:1101:5605:11176	60	+	11
8	102201086	102201116	M07808:66:000000000-KDBRJ:1:1101:14867:12936	60	+	9
9	1877463	1877493	M07808:66:000000000-KDBRJ:1:1101:5607:12985	60	+	11
2	86789358	86789388	M07808:66:000000000-KDBRJ:1:1101:4551:12819	60	-	167
6	138123294	138123324	M07808:66:000000000-KDBRJ:1:1101:6704:12867	60	-	11
7	140454993	140455023	M07808:66:000000000-KDBRJ:1:1101:4400:12577	60	-	25
19	37418878	37418908	M07808:66:000000000-KDBRJ:1:1101:27106:12663	60	-	50
2	86789358	86789388	M07808:66:000000000-KDBRJ:1:1101:7325:13142	60	-	167
15	66389199	66389229	M07808:66:000000000-KDBRJ:1:1101:2179:13143	60	+	1
5	108396441	108396471	M07808:66:000000000-KDBRJ:1:1101:24392:13355	60	+	8
10	36779252	36779282	M07808:66:000000000-KDBRJ:1:1101:12440:13318	60	+	8
12	56197200	56197230	M07808:66:000000000-KDBRJ:1:1101:16700:13341	60	-	9
5	108396441	108396471	M07808:66:000000000-KDBRJ:1:1101:24372:13354	60	+	8
11	128337651	128337681	M07808:66:000000000-KDBRJ:1:1101:7347:13750	60	+	11
5	113260671	113260701	M07808:66:000000000-KDBRJ:1:1101:2562:13805	60	-	19
12	54110337	54110367	M07808:66:000000000-KDBRJ:1:1101:3262:13835	60	-	12
12	54110337	54110367	M07808:66:000000000-KDBRJ:1:1101:3266:13854	60	-	12
6	6622292	6622322	M07808:66:000000000-KDBRJ:1:1101:3955:13901	60	-	1
10	73112747	73112777	M07808:66:000000000-KDBRJ:1:1101:18885:14201	60	+	11
1	244973163	244973193	M07808:66:000000000-KDBRJ:1:1101:5719:14234	60	+	4
3	14028014	14028042	M07808:66:000000000-KDBRJ:1:1101:24209:14238	60	+	1
1	244973163	244973193	M07808:66:000000000-KDBRJ:1:1101:5697:14244	60	+	4
13	21206701	21206731	M07808:66:000000000-KDBRJ:1:1101:3913:14450	60	+	17
13	21206701	21206731	M07808:66:000000000-KDBRJ:1:1101:3928:14459	60	+	17
1	90842655	90842685	M07808:66:000000000-KDBRJ:1:1101:12061:14469	60	+	17
4	6155140	6155170	M07808:66:000000000-KDBRJ:1:1101:3308:14494	60	-	4
4	6155140	6155170	M07808:66:000000000-KDBRJ:1:1101:3296:14507	60	-	4
1	161333360	161333390	M07808:66:000000000-KDBRJ:1:1101:26541:14507	60	+	12
18	28103527	28103557	M07808:66:000000000-KDBRJ:1:1101:4015:14566	60	-	5
10	35133058	35133088	M07808:66:000000000-KDBRJ:1:1101:21673:14631	60	+	20
17	76677463	76677493	M07808:66:000000000-KDBRJ:1:1101:3263:14704	60	+	28
17	434991	435021	M07808:66:000000000-KDBRJ:1:1101:14961:14721	60	-	10
17	434992	435021	M07808:66:000000000-KDBRJ:1:1101:14950:14736	60	-	1
7	88042435	88042465	M07808:66:000000000-KDBRJ:1:1101:7532:14740	60	+	33
6	73521018	73521048	M07808:66:000000000-KDBRJ:1:1101:5785:14386	60	-	125
13	81386383	81386413	M07808:66:000000000-KDBRJ:1:1101:25774:14401	60	-	6
3	47690252	47690282	M07808:66:000000000-KDBRJ:1:1101:25179:14958	60	+	3
17	77386896	77386926	M07808:66:000000000-KDBRJ:1:1101:28253:15029	60	-	3
21	37967096	37967126	M07808:66:000000000-KDBRJ:1:1101:4258:15062	60	-	2
5	18741577	18741607	M07808:66:000000000-KDBRJ:1:1101:18345:15076	60	+	27
21	37967096	37967126	M07808:66:000000000-KDBRJ:1:1101:4245:15077	60	-	2
1	179120229	179120259	M07808:66:000000000-KDBRJ:1:1101:23587:15254	60	-	19
15	48696984	48697014	M07808:66:000000000-KDBRJ:1:1101:21973:13065	60	+	8
2	68746364	68746394	M07808:66:000000000-KDBRJ:1:1101:3857:13089	60	+	37
2	86789358	86789388	M07808:66:000000000-KDBRJ:1:1101:7316:13124	60	-	167
12	112060448	112060478	M07808:66:000000000-KDBRJ:1:1101:3763:15540	60	-	10
12	112060448	112060478	M07808:66:000000000-KDBRJ:1:1101:3742:15544	60	-	10
5	113260671	113260701	M07808:66:000000000-KDBRJ:1:1101:6693:15547	60	-	19
6	107652584	107652614	M07808:66:000000000-KDBRJ:1:1101:24302:15824	60	+	2
Y	18893442	18893472	M07808:66:000000000-KDBRJ:1:1101:25062:15844	60	-	11
1	101061306	101061336	M07808:66:000000000-KDBRJ:1:1101:26832:16014	60	-	9
3	172301515	172301545	M07808:66:000000000-KDBRJ:1:1101:27622:16049	60	+	23
6	52524609	52524639	M07808:66:000000000-KDBRJ:1:1101:8303:16082	60	+	27
6	52524609	52524639	M07808:66:000000000-KDBRJ:1:1101:8315:16096	60	+	27
17	31104209	31104239	M07808:66:000000000-KDBRJ:1:1101:3845:15950	60	-	4
2	186936576	186936606	M07808:66:000000000-KDBRJ:1:1101:4010:15986	60	-	1
1	207000662	207000692	M07808:66:000000000-KDBRJ:1:1101:24589:16197	60	+	9
2	62925234	62925264	M07808:66:000000000-KDBRJ:1:1101:28015:16227	60	+	12
14	65288821	65288851	M07808:66:000000000-KDBRJ:1:1101:2955:16435	60	+	23
20	39024567	39024597	M07808:66:000000000-KDBRJ:1:1101:4080:16472	60	+	4
15	67840080	67840110	M07808:66:000000000-KDBRJ:1:1101:23575:16496	60	+	10
9	7034799	7034829	M07808:66:000000000-KDBRJ:1:1101:24894:16505	60	+	9
15	67840080	67840110	M07808:66:000000000-KDBRJ:1:1101:23592:16508	60	+	10
7	141590627	141590657	M07808:66:000000000-KDBRJ:1:1101:24519:16263	60	+	19
14	49921385	49921415	M07808:66:000000000-KDBRJ:1:1101:8281:16268	60	-	5
11	108176697	108176727	M07808:66:000000000-KDBRJ:1:1101:8091:16303	60	+	4
11	108176697	108176727	M07808:66:000000000-KDBRJ:1:1101:8072:16307	60	+	4
12	69370568	69370598	M07808:66:000000000-KDBRJ:1:1101:25329:16852	60	-	63
12	69370568	69370598	M07808:66:000000000-KDBRJ:1:1101:25361:16856	60	-	63
12	69370568	69370598	M07808:66:000000000-KDBRJ:1:1101:25348:16872	60	-	63
3	119273553	119273583	M07808:66:000000000-KDBRJ:1:1101:27385:16875	60	-	32
8	73604130	73604160	M07808:66:000000000-KDBRJ:1:1101:5512:16600	60	+	14
3	119273553	119273583	M07808:66:000000000-KDBRJ:1:1101:27405:16890	60	-	32
7	100764207	100764237	M07808:66:000000000-KDBRJ:1:1101:4196:16922	60	-	22
3	52759707	52759737	M07808:66:000000000-KDBRJ:1:1101:8276:16944	60	-	14
3	189983352	189983382	M07808:66:000000000-KDBRJ:1:1101:23970:16953	60	-	15
6	19831146	19831176	M07808:66:000000000-KDBRJ:1:1101:2674:16971	60	-	5
16	27764135	27764165	M07808:66:000000000-KDBRJ:1:1101:23427:17068	60	+	44
13	34304717	34304743	M07808:66:000000000-KDBRJ:1:1101:22090:17417	60	-	3
2	86789406	86789436	M07808:66:000000000-KDBRJ:1:1101:8224:17659	60	+	255
9	122880513	122880543	M07808:66:000000000-KDBRJ:1:1101:7020:17741	60	-	14
3	172301515	172301545	M07808:66:000000000-KDBRJ:1:1101:26174:17545	60	+	23
19	6656722	6656752	M07808:66:000000000-KDBRJ:1:1101:17830:17620	60	+	10
9	134532407	134532437	M07808:66:000000000-KDBRJ:1:1101:25487:17908	60	-	6
6	52524609	52524639	M07808:66:000000000-KDBRJ:1:1101:25086:17914	60	+	27
3	131464620	131464650	M07808:66:000000000-KDBRJ:1:1101:28210:17933	60	+	8
1	173675784	173675814	M07808:66:000000000-KDBRJ:1:1101:2149:17989	60	-	3
9	68522552	68522582	M07808:66:000000000-KDBRJ:1:1101:7300:18233	60	+	1
20	38019919	38019949	M07808:66:000000000-KDBRJ:1:1101:24720:18323	60	+	23
12	92103632	92103662	M07808:66:000000000-KDBRJ:1:1101:23142:18387	60	+	12
15	65299123	65299153	M07808:66:000000000-KDBRJ:1:1101:24604:18468	60	+	8
6	157931114	157931144	M07808:66:000000000-KDBRJ:1:1101:24041:18532	60	+	13
19	36951192	36951222	M07808:66:000000000-KDBRJ:1:1101:24702:18047	60	-	6
1	12369698	12369728	M07808:66:000000000-KDBRJ:1:1101:4850:18597	60	+	12
1	12369698	12369728	M07808:66:000000000-KDBRJ:1:1101:4839:18612	60	+	12
14	93993011	93993041	M07808:66:000000000-KDBRJ:1:1101:3499:18824	60	+	6
10	16372023	16372053	M07808:66:000000000-KDBRJ:1:1101:21307:18861	60	-	9
10	16372023	16372053	M07808:66:000000000-KDBRJ:1:1101:21321:18876	60	-	9
14	35433122	35433152	M07808:66:000000000-KDBRJ:1:1101:2678:19030	60	-	11
14	35433122	35433152	M07808:66:000000000-KDBRJ:1:1101:2653:19037	60	-	11
19	16475211	16475241	M07808:66:000000000-KDBRJ:1:1101:4910:19068	60	-	13
13	21206701	21206731	M07808:66:000000000-KDBRJ:1:1101:22927:18900	60	+	17
3	125271364	125271394	M07808:66:000000000-KDBRJ:1:1101:29242:18923	60	-	5
10	6589183	6589213	M07808:66:000000000-KDBRJ:1:1101:3466:18939	60	+	1
1	6559310	6559340	M07808:66:000000000-KDBRJ:1:1101:25313:19372	60	-	10
3	183233436	183233466	M07808:66:000000000-KDBRJ:1:1101:14653:19396	60	+	2
2	161929995	161930025	M07808:66:000000000-KDBRJ:1:1101:21579:19250	60	+	11
4	80063451	80063481	M07808:66:000000000-KDBRJ:1:1101:4249:19467	60	-	11
11	126551582	126551612	M07808:66:000000000-KDBRJ:1:1101:24304:19501	60	+	10
4	113029313	113029339	M07808:66:000000000-KDBRJ:1:1101:14399:19557	60	-	1
5	83148191	83148221	M07808:66:000000000-KDBRJ:1:1101:15430:19736	60	+	2
13	90870292	90870322	M07808:66:000000000-KDBRJ:1:1101:8504:19848	60	+	15
6	73521018	73521048	M07808:66:000000000-KDBRJ:1:1101:8322:19913	60	-	125
6	73521018	73521048	M07808:66:000000000-KDBRJ:1:1101:8343:19914	60	-	125
6	38307346	38307376	M07808:66:000000000-KDBRJ:1:1101:13715:19916	60	+	6
1	203699780	203699810	M07808:66:000000000-KDBRJ:1:1101:5740:18714	60	+	4
1	28385429	28385459	M07808:66:000000000-KDBRJ:1:1101:23115:18751	60	+	5
1	28385429	28385459	M07808:66:000000000-KDBRJ:1:1101:23140:18751	60	+	5
19	6656722	6656752	M07808:66:000000000-KDBRJ:1:1101:4782:19148	60	+	10
19	6656722	6656752	M07808:66:000000000-KDBRJ:1:1101:4772:19163	60	+	10
2	214064296	214064326	M07808:66:000000000-KDBRJ:1:1101:16247:19172	60	+	29
2	214064296	214064326	M07808:66:000000000-KDBRJ:1:1101:16229:19173	60	+	29
7	44899394	44899424	M07808:66:000000000-KDBRJ:1:1101:6192:19208	60	+	3
3	101563784	101563814	M07808:66:000000000-KDBRJ:1:1101:5994:20190	60	-	8
1	207000662	207000692	M07808:66:000000000-KDBRJ:1:1101:23157:20198	60	+	9
10	24336340	24336370	M07808:66:000000000-KDBRJ:1:1101:28064:20216	60	+	27
10	24336340	24336370	M07808:66:000000000-KDBRJ:1:1101:28074:20231	60	+	27
10	100525853	100525883	M07808:66:000000000-KDBRJ:1:1101:19724:20279	60	+	22
6	88779367	88779397	M07808:66:000000000-KDBRJ:1:1101:11723:20339	60	-	5
1	161819295	161819325	M07808:66:000000000-KDBRJ:1:1101:18716:20373	60	-	10
16	27764135	27764165	M07808:66:000000000-KDBRJ:1:1101:19138:20379	60	+	44
